project_num,SR_name,from,to,scope,miles,muni,adt,sr,name,muni1,muni2,muni3,fsegment,foffset,tsegment,toffset
8,SR 1044 SUGARTOWN RD,Valley Forge Rd,Chester Co. Line,"Mill & 1 1/2"" Overlay",0.63,RADNOR,"11,265",1044,SUGARTOWN RD,RADNOR,,,10,0,40,68
9,SR 1050 BROOKLINE BL,Darby Rd / SR 2005,Earlington Rd / SR 1003,"Mill & 1 1/2"" Overlay",0.65,HAVERFORD,"5,271",1050,BROOKLINE BL,HAVERFORD,,,10,0,10,3409
10,SR 2011 CALCON HOOK RD,Hook Rd / SR 2015,Chester Pk / SR 0013,"Mill & 1 1/2"" Overlay",0.91,SHARON HILL DARBY,"11,799",2011,CALCON HOOK RD,SHARON HILL DARBY,,,10,0,20,2718
11,SR 2014 CHESTER RD,Swarthmore Ave / SR 0320,Baltimore Pk / SR 2016,"Mill & 1 1/2"" Overlay",0.35,SWARTHMORE,"4,439",2014,CHESTER RD,SWARTHMORE,,,10,0,10,1874
12,SR 2015 HOOK RD,Eightyfourth St / SR 3002,Calcon Hook Rd / SR 2011,"Mill & 1 1/2"" Overlay",0.4,DARBY,"11,587",2015,HOOK RD,DARBY,,,10,0,10,2101
12,SR 2015 HOOK RD,Eightyfourth St / SR 3002,Calcon Hook Rd / SR 2011,"Mill & 1 1/2"" Overlay",0.39,DARBY,"11,587",2015,HOOK RD,DARBY,,,11,0,11,2058
13,SR 2017 SOUTH AV,Chester Pk / SR 0013,South Ave / SR 2010,"Mill & 1 1/2"" Overlay",1.56,GLENOLDEN RIDLEY,"12,478",2017,SOUTH AV,GLENOLDEN RIDLEY,,,10,0,30,3923
14,SR 2027 THOMSON AV,Baltimore Pk / SR 2016,Sproul Rd / SR 0320,"Mill & 1 1/2"" Overlay",0.8,SPRINGFIELD,"6,848",2027,THOMSON AV,SPRINGFIELD,,,10,0,30,1004
15,SR 2041 VICTORY AV,W. Chester Pk / SR 0003,Cobbs Creek Br.,"Mill & 1 1/2"" Overlay",0.29,UPPER DARBY,"11,165",2041,VICTORY AV,UPPER DARBY,,,10,0,10,1531
16,SR 3005 FlOWER ST / EDWARDS ST,Seventh St,End of the Road,"Mill & 1 1/2"" Overlay",0.42,CHESTER CITY,"4,130",3005,FlOWER ST / EDWARDS ST,CHESTER CITY,,,14,0,20,1489
17,SR 3006 RIDGE RD,Del. State Line,Baker St,"Mill & 1 1/2"" Overlay",1.61,TRAINER LOWER CHICHESTER CHESTER CITY,"8,176 5,990",3006,RIDGE RD,TRAINER LOWER CHICHESTER CHESTER CITY,,,10,0,40,2025
17,SR 3006 RIDGE RD,Del. State Line,Baker St,"Mill & 1 1/2"" Overlay",1.55,TRAINER LOWER CHICHESTER CHESTER CITY,"8,176 5,990",3006,RIDGE RD,TRAINER LOWER CHICHESTER CHESTER CITY,,,15,0,41,2025
18,SR 3007 CONCORD RD,Bethel Rd / SR 3010,Baltimore Pk / SR 0001,"Mill & 1 1/2"" Overlay",8.24,CONCORD CHESTER BETHEL,"15,496",3007,CONCORD RD,CONCORD CHESTER BETHEL,,,20,0,130,3637
19,SR 3020 DUTTON MILL RD,Pennell Rd / SR 0452,Edgemont Ave / SR 0352,"Mill & 1 1/2"" Overlay",2.44,MIDDLETOWN ASTON,"12,032",3020,DUTTON MILL RD,MIDDLETOWN ASTON,,,10,0,60,2062
20,SR 3024 WALLINGFORD AV,Manchester Ave / SR 3019,Providence Rd / SR 0252,"Mill & 1 1/2"" Overlay",0.71,NETHER PROVIDENCE,"1,566",3024,WALLINGFORD AV,NETHER PROVIDENCE,,,10,0,10,3747
21,SR 3033 ENGLE ST,Ninth St / SR 0013,Concord Rd / SR 3007,"Mill & 1 1/2"" Overlay",0.08,CHESTER CITY CHESTER,"6,742 3,373",3033,ENGLE ST,CHESTER CITY CHESTER,,,15,0,15,425
21,SR 3033 ENGLE ST,Ninth St / SR 0013,Concord Rd / SR 3007,"Mill & 1 1/2"" Overlay",0.53,CHESTER CITY CHESTER,"6,742 3,373",3033,ENGLE ST,CHESTER CITY CHESTER,,,10,0,10,2807
22,SR 3034 BODLEY RD,Valley Brook Rd / SR 3029,Birney Hwy / SR 3023,"Mill & 1 1/2"" Overlay",0.64,ASTON,"2,040",3034,BODLEY RD,ASTON,,,10,0,10,3385
23,SR 3035 HIGHLAND AV,Fifteenth St,Bethel Rd / SR 3010,"Mill & 1 1/2"" Overlay",0.29,CHESTER CITY,"5,172 4,472",3035,HIGHLAND AV,CHESTER CITY,,,10,0,10,1511
23,SR 3035 HIGHLAND AV,Fifteenth St,Bethel Rd / SR 3010,"Mill & 1 1/2"" Overlay",0.3,CHESTER CITY,"5,172 4,472",3035,HIGHLAND AV,CHESTER CITY,,,11,0,11,1598
24,SR 4010 SPRINGLAWN RD,Cheyney Rd / SR 4015,Glen Mills Rd / SR 4016,"Mill & 1 1/2"" Overlay",1.38,THORNBURY,366,4010,SPRINGLAWN RD,THORNBURY,,,10,0,20,2168
25,SR 4015 CHEYNEY RD,Baltimore Pk / SR 0001,Creek Rd / SR 4012,"Mill & 1 1/2"" Overlay",3.07,THORNBURY CONCORD,"6,399",4015,CHEYNEY RD,THORNBURY CONCORD,,,30,0,90,1094
26,SR 4017 THORNTON RD,Glen Mills Rd / SR 4016,Cheyney Rd / SR 4015,"Mill & 1 1/2"" Overlay",0.88,THORNBURY,"1,205",4017,THORNTON RD,THORNBURY,,,10,873,20,3390
27,SR 4019 THORNTON RD,Concord Rd / SR 3007,Glen Mills Rd / SR 4016,"Mill & 1 1/2"" Overlay",1.7,THORNBURY CONCORD,"2,545",4019,THORNTON RD,THORNBURY CONCORD,,,10,0,30,2354
28,SR 6291 GOVERNOR PRINTZ,Bartram Ave / SR 0291,Phila. Co. Line,"Mill & 1 1/2"" Overlay",0.47,TINICUM,"12,391 4,159",6291,GOVERNOR PRINTZ,TINICUM,,,10,0,10,2465
28,SR 6291 GOVERNOR PRINTZ,Bartram Ave / SR 0291,Phila. Co. Line,"Mill & 1 1/2"" Overlay",0.46,TINICUM,"12,391 4,159",6291,GOVERNOR PRINTZ,TINICUM,,,11,0,11,2441
